DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200617993,11/14/2020 12:00:00 AM,11/14/2020 12:00:00 AM,700,6,Hollywood,625,2,624,BATTERY - SIMPLE ASSAULT,1822 0431 0400 1402,37,M,H,203.0,OTHER BUSINESS,503.0,CAUSTIC CHEMICAL/POISON,IC,Invest Cont,624.0,998.0,,,2700    CAHUENGA                     BL,,34.1172,-118.3378
211210426,04/16/2021 12:00:00 AM,04/16/2021 12:00:00 AM,1920,12,77th Street,1267,1,210,ROBBERY,1822 0344 0302 0337 0370 0216,0,X,X,413.0,FURNITURE STORE,102.0,HAND GUN,IC,Invest Cont,210.0,,,,8500 S  BROADWAY,,33.9622,-118.285
231612304,09/19/2023 12:00:00 AM,09/19/2023 12:00:00 AM,2000,16,Foothill,1684,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000 0913 1814 0416,39,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,7700    HINDS                        AV,,34.2103,-118.3911
210310616,05/22/2021 12:00:00 AM,05/05/2021 12:00:00 AM,1800,3,Southwest,331,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 1606 0344 1300,31,M,H,104.0,DRIVEWAY,,,IC,Invest Cont,420.0,,,,2600 S  HARCOURT                     AV,,34.0304,-118.3475
210119621,10/31/2021 12:00:00 AM,10/30/2021 12:00:00 AM,900,1,Central,174,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 0394 1822 0344,51,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,700 S  MAIN                         ST,,34.0437,-118.2518
200110651,04/17/2020 12:00:00 AM,04/14/2020 12:00:00 AM,1830,1,Central,138,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1307 0329,42,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,E  3RD                          ST,S  SAN PEDRO                    ST,34.0473,-118.2425
231011121,06/27/2023 12:00:00 AM,06/26/2023 12:00:00 AM,1400,10,West Valley,1088,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822,0,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,420.0,,,,16600    VENTURA                      BL,,34.1579,-118.4945
211908646,05/13/2021 12:00:00 AM,05/13/2021 12:00:00 AM,258,19,Mission,1961,1,310,BURGLARY,1609 0344 0375,27,M,O,301.0,GAS STATION,,,IC,Invest Cont,310.0,,,,9800 N  SEPULVEDA                    BL,,34.2388,-118.4677
211420526,10/26/2021 12:00:00 AM,10/26/2021 12:00:00 AM,2310,14,Pacific,1494,2,888,TRESPASSING,1501,0,X,X,212.0,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,888.0,,,,700    WORLD WAY,,33.9431,-118.4011
230212229,06/10/2023 12:00:00 AM,06/08/2023 12:00:00 AM,2130,2,Rampart,204,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0416 0446 0400 2000 1814 1501,45,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,900    TULAROSA                     DR,,34.0835,-118.2799
200321671,12/13/2020 12:00:00 AM,12/13/2020 12:00:00 AM,1400,3,Southwest,325,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0334 0416 0447 1251,20,M,H,203.0,OTHER BUSINESS,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230.0,,,,2600 S  VERMONT                      AV,,34.0323,-118.2915
220605447,02/02/2022 12:00:00 AM,02/02/2022 12:00:00 AM,1315,6,Hollywood,632,2,354,THEFT OF IDENTITY,1822,48,M,W,710.0,OTHER PREMISE,,,IC,Invest Cont,354.0,,,,8400    RIDPATH                      DR,,34.1054,-118.3764
212000730,05/08/2021 12:00:00 AM,05/08/2021 12:00:00 AM,2000,20,Olympic,2024,1,310,BURGLARY,0325 0326 0327 0907 1309 1402 1822 2004,0,X,X,506.0,ABANDONED BUILDING ABANDONED HOUSE,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,998.0,,,3500    WILSHIRE                     BL,,34.0636,-118.3047
220117269,07/31/2022 12:00:00 AM,07/31/2022 12:00:00 AM,1749,1,Central,118,1,510,VEHICLE - STOLEN,,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510.0,,,,1100 N  MAIN                         ST,,34.0633,-118.2336
200118359,09/22/2020 12:00:00 AM,09/22/2020 12:00:00 AM,1340,1,Central,162,2,624,BATTERY - SIMPLE ASSAULT,2004 0416 0448 0910 2003 1822 2048,17,M,H,903.0,MTA - RED LINE - 7TH AND METRO CENTER,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,600 W  7TH                          ST,,34.0473,-118.2566
220215181,08/23/2022 12:00:00 AM,08/23/2022 12:00:00 AM,1420,2,Rampart,251,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 0325 0216 1822 0601 0315 0432,0,X,X,401.0,MINI-MART,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,442.0,,,,600 S  RAMPART                      BL,,34.0624,-118.2813
200214012,08/20/2020 12:00:00 AM,08/20/2020 12:00:00 AM,1300,2,Rampart,212,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 1218,36,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,300 N  MADISON                      AV,,34.0763,-118.2892
211821736,12/18/2021 12:00:00 AM,12/18/2021 12:00:00 AM,1250,18,Southeast,1822,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 1407 1100 0430 1822 1236 2024,57,M,A,203.0,OTHER BUSINESS,106.0,UNKNOWN FIREARM,IC,Invest Cont,230.0,,,,10100 S  MAIN                         ST,,33.9444,-118.2739
230115486,07/06/2023 12:00:00 AM,07/06/2023 12:00:00 AM,1100,1,Central,171,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,900    FRANCISCO                    ST,,34.047,-118.2647
230914070,09/12/2023 12:00:00 AM,09/12/2023 12:00:00 AM,1130,9,Van Nuys,911,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,15300    SHERMAN                      WY,,34.2011,-118.4662
210715201,11/05/2021 12:00:00 AM,10/28/2021 12:00:00 AM,1730,7,Wilshire,717,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,52,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,400 N  SYCAMORE                     AV,,34.0783,-118.3429
221822522,12/21/2022 12:00:00 AM,12/21/2022 12:00:00 AM,1730,18,Southeast,1861,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1300 1310 0416 1240,50,F,H,101.0,STREET,114.0,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,230.0,,,,116TH                        PL,HOOVER                       ST,33.9281,-118.287
230212143,06/09/2023 12:00:00 AM,06/08/2023 12:00:00 AM,2300,2,Rampart,279,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,VALENCIA                     AV,11TH                         ST,34.0469,-118.2733
221009526,05/23/2022 12:00:00 AM,05/22/2022 12:00:00 AM,2200,10,West Valley,1041,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,6000    TOPEKA                       DR,,34.1787,-118.5461
221018014,12/23/2022 12:00:00 AM,12/23/2022 12:00:00 AM,825,10,West Valley,1063,2,624,BATTERY - SIMPLE ASSAULT,1822 0400 0416 2004,66,F,B,124.0,BUS STOP,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,VENTURA                      BL,RESEDA                       BL,34.1691,-118.537
220712755,08/11/2022 12:00:00 AM,08/11/2022 12:00:00 AM,100,7,Wilshire,727,1,210,ROBBERY,0400 0325 0945,0,X,X,402.0,MARKET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,200 S  LA BREA                      AV,,34.071,-118.344
220616221,09/18/2022 12:00:00 AM,09/18/2022 12:00:00 AM,1530,6,Hollywood,666,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0913 2000 1813 1814 0400 0444,25,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,6200 W  SUNSET                       BL,,34.098,-118.3237
210704248,01/08/2021 12:00:00 AM,01/06/2021 12:00:00 AM,1800,7,Wilshire,783,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,2300 S  MARVIN                       AV,,34.0356,-118.3638
201508603,04/11/2020 12:00:00 AM,04/11/2020 12:00:00 AM,45,15,N Hollywood,1555,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2004 2028,0,M,W,401.0,MINI-MART,,,IC,Invest Cont,442.0,,,,11300    RIVERSIDE                    DR,,34.1556,-118.3771
210208334,04/17/2021 12:00:00 AM,01/01/2021 12:00:00 AM,1300,2,Rampart,205,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0349 0344 1822,46,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,900 N  VENDOME                      ST,,34.0823,-118.2755
230113843,06/08/2023 12:00:00 AM,05/28/2023 12:00:00 AM,2000,1,Central,143,1,330,BURGLARY FROM VEHICLE,1300 1307 0344,30,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,400 S  BROADWAY,,34.0495,-118.2494
212017955,12/07/2021 12:00:00 AM,12/01/2021 12:00:00 AM,1,20,Olympic,2025,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,47,F,K,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740.0,,,,400 S  KENMORE                      AV,,34.0672,-118.2985
211107505,04/12/2021 12:00:00 AM,04/09/2021 12:00:00 AM,700,11,Northeast,1139,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,5700    ARROYO                       DR,,34.104,-118.1915
201011295,07/23/2020 12:00:00 AM,07/23/2020 12:00:00 AM,1330,10,West Valley,1023,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1414,33,M,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,6600    VANALDEN                     AV,,34.1902,-118.5491
221308251,03/20/2022 12:00:00 AM,03/20/2022 12:00:00 AM,330,13,Newton,1313,2,624,BATTERY - SIMPLE ASSAULT,0361 0446 0913 0416,51,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1200 E  20TH                         ST,,34.0244,-118.2527
211317042,10/07/2021 12:00:00 AM,10/07/2021 12:00:00 AM,1200,13,Newton,1333,1,350,"THEFT, PERSON",1218 1822 0344,30,M,H,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,350.0,,,,30TH                         ST,MAPLE                        AV,34.0203,-118.2674
221314210,07/08/2022 12:00:00 AM,07/08/2022 12:00:00 AM,1925,13,Newton,1393,2,624,BATTERY - SIMPLE ASSAULT,0400 0444 1300 1822,23,M,X,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,FLORENCE,BROADWAY,33.9747,-118.2783
222118270,12/29/2022 12:00:00 AM,12/28/2022 12:00:00 AM,100,21,Topanga,2158,2,624,BATTERY - SIMPLE ASSAULT,0416,23,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,6200    VARIEL                       AV,,34.1829,-118.5928
231806498,02/17/2023 12:00:00 AM,02/13/2023 12:00:00 AM,1530,18,Southeast,1823,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1300 0913 0416 1804 0429 0417,43,M,H,505.0,MOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,10100 S  SAN PEDRO                    ST,,33.9447,-118.2695
221209333,04/05/2022 12:00:00 AM,04/04/2022 12:00:00 AM,1900,12,77th Street,1249,1,210,ROBBERY,0334 0302 0344 0336 0355 1309 1822 0202,38,M,H,301.0,GAS STATION,107.0,OTHER FIREARM,IC,Invest Cont,210.0,,,,6200 S  FIGUEROA                     ST,,33.9833,-118.2827
210515564,11/02/2021 12:00:00 AM,08/29/2021 12:00:00 AM,600,5,Harbor,529,1,330,BURGLARY FROM VEHICLE,1300 0344 1609 1307,55,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,OPP,GOODRICH,33.7839,-118.2381
231507662,03/30/2023 12:00:00 AM,03/30/2023 12:00:00 AM,845,15,N Hollywood,1549,2,928,THREATENING PHONE CALLS/LETTERS,,0,M,O,755.0,VETERINARIAN/ANIMAL HOSPITAL,511.0,VERBAL THREAT,IC,Invest Cont,928.0,,,,10900    BURBANK                      BL,,34.1722,-118.3681
211905754,02/19/2021 12:00:00 AM,02/19/2021 12:00:00 AM,120,19,Mission,1994,1,310,BURGLARY,0344,37,M,B,242.0,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",,,IC,Invest Cont,310.0,,,,14500    LANARK                       ST,,34.2184,-118.4547
211007905,05/10/2021 12:00:00 AM,04/26/2021 12:00:00 AM,1200,10,West Valley,1035,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 0394,42,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,6500    YARMOUTH                     AV,,34.1885,-118.5197
230306425,02/16/2023 12:00:00 AM,02/02/2023 12:00:00 AM,1,3,Southwest,393,2,354,THEFT OF IDENTITY,0100 0922,37,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,3000 W  MARTIN LUTHER KING JR        BL,,34.0109,-118.3262
210905081,01/29/2021 12:00:00 AM,01/28/2021 12:00:00 AM,1857,9,Van Nuys,974,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0216 1822 1420 1414,0,X,X,301.0,GAS STATION,,,IC,Invest Cont,442.0,,,,14500    VENTURA                      BL,,34.1547,-118.453
211209862,04/06/2021 12:00:00 AM,04/06/2021 12:00:00 AM,1520,12,77th Street,1215,2,625,OTHER ASSAULT,1822 0400 0446,36,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,625.0,,,,VERMONT                      AV,SLAUSON                      AV,33.9891,-118.2915
211217392,08/09/2021 12:00:00 AM,08/09/2021 12:00:00 AM,1538,12,77th Street,1257,1,210,ROBBERY,1252 0342 1822 0448 0337 0334 0449 0353 0344,23,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,210.0,,,,BROADWAY,79TH                         ST,33.9679,-118.2783
210314664,08/19/2021 12:00:00 AM,08/19/2021 12:00:00 AM,1154,3,Southwest,319,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329,46,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,2500 S  FIGUEROA                     ST,,34.0289,-118.2756
221408543,03/31/2022 12:00:00 AM,03/28/2022 12:00:00 AM,2205,14,Pacific,1435,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0344,42,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,11900    VICTORIA                     AV,,34.0094,-118.4284
221320357,11/03/2022 12:00:00 AM,11/03/2022 12:00:00 AM,701,13,Newton,1341,2,354,THEFT OF IDENTITY,0100,54,M,H,750.0,CYBERSPACE,,,IC,Invest Cont,354.0,,,,3700 S  GRAND                        AV,,34.0169,-118.2783
221410412,05/07/2022 12:00:00 AM,05/04/2022 12:00:00 AM,800,14,Pacific,1401,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,69,M,W,101.0,STREET,,,IC,Invest Cont,331.0,,,,2400    WELLESLEY                    AV,,34.0239,-118.4482
201321136,12/11/2020 12:00:00 AM,12/10/2020 12:00:00 AM,1730,13,Newton,1361,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 0416,20,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,5100 S  MAIN                         ST,,33.9998,-118.2774
211811030,05/25/2021 12:00:00 AM,05/25/2021 12:00:00 AM,1,18,Southeast,1824,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 1822 0400 1206 0202,28,M,H,101.0,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230.0,,,,700 E  COLDEN                       AV,,33.9493,-118.263
210412154,08/25/2021 12:00:00 AM,08/23/2021 12:00:00 AM,1530,4,Hollenbeck,417,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,53,M,H,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,4000 N  MISSION                      RD,,34.0794,-118.1974
210619924,12/04/2021 12:00:00 AM,12/03/2021 12:00:00 AM,2200,6,Hollywood,636,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,CHEROKEE                     AV,HOLLYWOOD                    BL,34.1016,-118.3348
211809020,04/14/2021 12:00:00 AM,04/14/2021 12:00:00 AM,1200,18,Southeast,1842,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0913 1300 0104 0344,0,X,X,217.0,AUTO REPAIR SHOP,,,IC,Invest Cont,341.0,,,,10800 S  FIGUEROA                     ST,,33.9377,-118.2826
230412566,09/19/2023 12:00:00 AM,09/18/2023 12:00:00 AM,1900,4,Hollenbeck,477,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,2700    GUIRADO                      ST,,34.0344,-118.2111
222015276,09/25/2022 12:00:00 AM,09/23/2022 12:00:00 AM,2200,20,Olympic,2053,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 1822,27,M,A,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330.0,,,,1000 S  HOBART                       BL,,34.0526,-118.3052
221718102,12/17/2022 12:00:00 AM,12/17/2022 12:00:00 AM,1014,17,Devonshire,1791,2,624,BATTERY - SIMPLE ASSAULT,1822 2014 0416 0417,28,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,20400    SCHOENBORN                   ST,,34.221,-118.5779
221516576,10/27/2022 12:00:00 AM,10/26/2022 12:00:00 AM,1500,15,N Hollywood,1557,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,10700    HORTENSE                     ST,,34.1548,-118.3637
201312602,06/21/2020 12:00:00 AM,06/20/2020 12:00:00 AM,2000,13,Newton,1377,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1600 E  54TH                         ST,,33.9939,-118.2456
230913102,08/17/2023 12:00:00 AM,08/16/2023 12:00:00 AM,1730,9,Van Nuys,939,1,330,BURGLARY FROM VEHICLE,0344 1822,0,X,X,101.0,STREET,,,IC,Invest Cont,330.0,,,,6200    ATOLL                        AV,,34.183,-118.4203
211911683,08/05/2021 12:00:00 AM,08/04/2021 12:00:00 AM,2200,19,Mission,1993,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,SEPULVEDA,LANARK,34.2179,-118.466
220604542,01/14/2022 12:00:00 AM,07/04/2021 12:00:00 AM,800,6,Hollywood,636,2,354,THEFT OF IDENTITY,1822,42,F,O,605.0,AUTOMATED TELLER MACHINE (ATM),,,IC,Invest Cont,354.0,,,,1700 N  LAS PALMAS                   AV,,34.1016,-118.3361
201814567,07/25/2020 12:00:00 AM,07/25/2020 12:00:00 AM,2130,18,Southeast,1864,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 1300 0400 1309 2001 2033 0429 1814,30,M,B,103.0,ALLEY,307.0,VEHICLE,IC,Invest Cont,236.0,,,,120TH                        ST,CENTRAL                      AV,33.9237,-118.2544
220706573,03/06/2022 12:00:00 AM,03/06/2022 12:00:00 AM,1635,7,Wilshire,721,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,0,X,X,405.0,CLOTHING STORE,,,IC,Invest Cont,442.0,,,,8500    BEVERLY                      BL,,34.0761,-118.3766
202112663,08/13/2020 12:00:00 AM,08/09/2020 12:00:00 AM,730,21,Topanga,2157,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,20600    HARTLAND                     ST,,34.1947,-118.582
220609226,04/18/2022 12:00:00 AM,05/01/2021 12:00:00 AM,2000,6,Hollywood,627,1,330,BURGLARY FROM VEHICLE,0344 1822 1501 0329 1300,58,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,2200 N  GOWER                        ST,,34.1101,-118.3224
230616203,10/07/2023 12:00:00 AM,09/29/2023 12:00:00 AM,1843,6,Hollywood,645,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1822 0325,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,343.0,,,,6800    HOLLYWOOD                    BL,,0.0,0.0
232112947,08/16/2023 12:00:00 AM,08/16/2023 12:00:00 AM,1500,21,Topanga,2103,2,354,THEFT OF IDENTITY,1402 0377 0930 1822,47,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,998.0,,,22000    BAHAMA                       ST,,34.2318,-118.6066
231704213,01/06/2023 12:00:00 AM,01/02/2023 12:00:00 AM,800,17,Devonshire,1781,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,20900    PARTHENIA                    ST,,34.2332,-118.5829
210108025,03/26/2021 12:00:00 AM,03/26/2021 12:00:00 AM,900,1,Central,141,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0421 1266 0319,30,M,O,101.0,STREET,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,400 S  FIGUEROA                     ST,,34.0542,-118.2566
220123924,11/06/2022 12:00:00 AM,11/06/2022 12:00:00 AM,140,1,Central,154,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1234 0445 0334 0411,24,M,H,102.0,SIDEWALK,207.0,OTHER KNIFE,IC,Invest Cont,230.0,,,,100 E  6TH                          ST,,34.046,-118.2493
231707162,03/21/2023 12:00:00 AM,01/26/2021 12:00:00 AM,1200,17,Devonshire,1761,2,354,THEFT OF IDENTITY,0377 0930 1822,55,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,22500    MARILLA                      ST,,34.2476,-118.6174
230407299,04/11/2023 12:00:00 AM,04/11/2023 12:00:00 AM,930,4,Hollenbeck,459,2,901,VIOLATION OF RESTRAINING ORDER,2038 1300 1309,46,F,H,102.0,SIDEWALK,,,IC,Invest Cont,901.0,,,,400    SLOAT                        ST,,34.0428,-118.1986
212117478,12/11/2021 12:00:00 AM,12/10/2021 12:00:00 AM,1730,21,Topanga,2173,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,35,M,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,745.0,,,,22800    VENTURA                      BL,,34.1658,-118.6239
211116597,12/18/2021 12:00:00 AM,12/16/2021 12:00:00 AM,1410,11,Northeast,1144,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,47,M,W,504.0,OTHER RESIDENCE,,,IC,Invest Cont,440.0,,,,2900    ANGUS                        ST,,34.1071,-118.269
202008163,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,1300,20,Olympic,2079,1,480,BIKE - STOLEN,0344 1822 0397,29,F,O,732.0,POST OFFICE,,,IC,Invest Cont,480.0,,,,PICO                         BL,WESTMORELAND                 AV,34.0473,-118.2891
221610844,07/27/2022 12:00:00 AM,07/26/2022 12:00:00 AM,2206,16,Foothill,1617,2,814,CHILD PORNOGRAPHY,1901 1822,35,F,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,814.0,,,,8500    TUJUNGA VALLEY               ST,,34.2674,-118.3179
211224682,12/07/2021 12:00:00 AM,12/06/2021 12:00:00 AM,1700,12,77th Street,1293,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,10300 S  ST ANDREWS                   PL,,33.9417,-118.3113
221011216,07/04/2022 12:00:00 AM,07/04/2022 12:00:00 AM,2150,10,West Valley,1005,2,932,PEEPING TOM,1822,20,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,932.0,,,,8000    HESPERIA                     AV,,34.2157,-118.5263
211504743,01/04/2021 12:00:00 AM,11/27/2020 12:00:00 AM,500,15,N Hollywood,1508,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,55,F,H,707.0,GARAGE/CARPORT,,,IC,Invest Cont,745.0,,,,10900    SATICOY                      ST,,34.2084,-118.3696
231109521,05/29/2023 12:00:00 AM,05/06/2023 12:00:00 AM,900,11,Northeast,1183,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1600 N  ALVARADO                     ST,,34.0834,-118.2599
201710433,06/26/2020 12:00:00 AM,03/18/2020 12:00:00 AM,1932,17,Devonshire,1783,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0325 0216,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,9000    TAMPA                        AV,,34.2335,-118.5535
220604262,01/07/2022 12:00:00 AM,01/06/2022 12:00:00 AM,2200,6,Hollywood,656,1,330,BURGLARY FROM VEHICLE,0344 1300 1822,21,M,O,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,900    WILCOX                       AV,,34.0871,-118.331
